400
0	St1	b
1	St1	b
2	St1	b
3	St1	b
4	St1	c
5	St1	b
6	St1	b
7	St1	b
8	St1	c
9	St1	c
10	St1	b
11	St1	b
12	St1	b
13	St1	b
14	St1	b
15	St1	b
16	St1	b
17	St1	b
18	St1	b
19	St1	b
20	St1	b
21	St1	b
22	St1	b
23	St1	b
24	St1	b
25	St1	b
26	St1	c
27	St1	c
28	St1	b
29	St1	c
30	St1	b
31	St1	c
32	St1	b
33	St1	a
34	St1	b
35	St1	c
36	St1	b
37	St1	c
38	St1	b
39	St1	c
40	St2	b
41	St2	a
42	St2	a
43	St2	b
44	St2	b
45	St2	a
46	St2	b
47	St1	c
48	St1	b
49	St2	a
50	St2	a
51	St2	b
52	St2	a
53	St2	b
54	St2	a
55	St2	a
56	St2	a
57	St2	a
58	St2	b
59	St2	a
60	St2	c
61	St2	c
62	St2	c
63	St2	b
64	St2	b
65	St2	a
66	St2	b
67	St2	a
68	St2	a
69	St2	a
70	St2	b
71	St2	b
72	St1	b
73	St1	b
74	St1	b
75	St1	b
76	St1	b
77	St1	c
78	St1	b
79	St1	b
80	St1	b
81	St1	b
82	St1	b
83	St1	b
84	St1	c
85	St1	b
86	St1	b
87	St1	b
88	St1	b
89	St1	c
90	St1	c
91	St1	b
92	St1	c
93	St1	b
94	St1	c
95	St1	b
96	St1	b
97	St1	c
98	St1	c
99	St1	c
100	St1	b
101	St1	b
102	St1	c
103	St1	b
104	St1	b
105	St1	c
106	St1	b
107	St1	b
108	St1	b
109	St1	c
110	St1	b
111	St1	b
112	St1	b
113	St1	b
114	St1	b
115	St1	b
116	St1	b
117	St1	c
118	St1	b
119	St1	b
120	St1	b
121	St1	b
122	St1	b
123	St1	b
124	St1	b
125	St1	b
126	St1	b
127	St1	b
128	St1	c
129	St1	b
130	St1	c
131	St2	a
132	St2	a
133	St2	a
134	St2	a
135	St2	a
136	St2	a
137	St2	a
138	St2	a
139	St2	c
140	St2	a
141	St2	c
142	St2	a
143	St2	a
144	St2	b
145	St2	a
146	St2	a
147	St2	a
148	St2	b
149	St2	a
150	St2	c
151	St2	b
152	St2	b
153	St2	b
154	St2	c
155	St2	a
156	St2	a
157	St2	a
158	St2	c
159	St2	a
160	St2	b
161	St2	a
162	St2	a
163	St2	b
164	St2	a
165	St2	b
166	St2	a
167	St2	c
168	St2	a
169	St2	a
170	St2	b
171	St2	c
172	St2	a
173	St2	a
174	St2	a
175	St2	a
176	St2	a
177	St1	b
178	St1	b
179	St1	c
180	St1	b
181	St1	b
182	St1	c
183	St1	c
184	St1	b
185	St1	b
186	St1	b
187	St1	c
188	St1	c
189	St1	b
190	St1	b
191	St1	b
192	St1	b
193	St1	c
194	St1	c
195	St1	b
196	St1	b
197	St1	c
198	St1	b
199	St1	b
200	St1	b
201	St1	b
202	St1	b
203	St1	b
204	St1	b
205	St1	b
206	St1	b
207	St1	b
208	St1	b
209	St1	b
210	St1	c
211	St1	b
212	St1	b
213	St1	b
214	St1	b
215	St1	c
216	St1	b
217	St1	b
218	St1	b
219	St1	b
220	St1	c
221	St1	b
222	St1	c
223	St1	b
224	St1	b
225	St1	c
226	St1	c
227	St1	c
228	St1	b
229	St1	b
230	St1	b
231	St1	b
232	St2	a
233	St2	a
234	St2	b
235	St2	b
236	St2	b
237	St2	a
238	St2	a
239	St2	a
240	St2	a
241	St2	c
242	St2	a
243	St2	a
244	St2	a
245	St2	a
246	St2	a
247	St2	a
248	St2	a
249	St2	b
250	St2	b
251	St2	a
252	St2	a
253	St2	b
254	St2	a
255	St2	c
256	St2	a
257	St2	c
258	St2	a
259	St2	a
260	St2	b
261	St2	c
262	St2	a
263	St2	c
264	St2	b
265	St2	a
266	St2	c
267	St2	b
268	St2	a
269	St2	a
270	St2	a
271	St2	b
272	St2	b
273	St2	a
274	St2	a
275	St2	b
276	St2	a
277	St2	c
278	St2	c
279	St2	a
280	St2	b
281	St2	c
282	St2	a
283	St2	b
284	St2	b
285	St1	b
286	St1	b
287	St1	c
288	St1	b
289	St1	c
290	St1	b
291	St1	b
292	St1	b
293	St1	c
294	St1	b
295	St1	c
296	St1	c
297	St1	b
298	St1	b
299	St1	c
300	St1	b
301	St1	b
302	St1	b
303	St2	a
304	St2	b
305	St2	a
306	St2	a
307	St2	a
308	St2	c
309	St1	c
310	St1	b
311	St1	b
312	St1	b
313	St1	c
314	St1	b
315	St1	b
316	St1	b
317	St1	c
318	St1	b
319	St2	c
320	St2	a
321	St1	b
322	St2	c
323	St2	a
324	St2	b
325	St2	c
326	St2	a
327	St2	a
328	St2	a
329	St2	b
330	St2	a
331	St2	c
332	St2	a
333	St2	a
334	St2	b
335	St2	a
336	St2	a
337	St2	a
338	St1	b
339	St1	b
340	St1	b
341	St1	c
342	St1	c
343	St1	c
344	St1	b
345	St1	c
346	St1	b
347	St1	c
348	St1	b
349	St1	b
350	St1	b
351	St1	b
352	St1	b
353	St1	b
354	St1	c
355	St1	b
356	St1	b
357	St1	b
358	St2	a
359	St2	c
360	St2	a
361	St2	b
362	St1	b
363	St1	c
364	St1	a
365	St1	b
366	St1	b
367	St1	b
368	St1	c
369	St1	b
370	St1	b
371	St1	b
372	St1	b
373	St1	c
374	St1	c
375	St2	a
376	St2	a
377	St2	a
378	St2	a
379	St2	a
380	St2	b
381	St2	a
382	St2	a
383	St2	a
384	St2	a
385	St2	a
386	St2	b
387	St2	c
388	St2	a
389	St2	b
390	St2	a
391	St2	c
392	St2	b
393	St2	c
394	St2	a
395	St2	a
396	St2	a
397	St2	a
398	St2	a
399	St2	a
